,player_id,player_name,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,fantasy_points,fantasy_points_ppr,pacr,racr,target_share,air_yards_share,wopr_x,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
0,00-0019596,T.Brady,2020,REG,401,610,4633.0,40,12.0,21.0,143.0,1,0,5529.0,1810.0,233.0,133.30617392971195,0,2.8643501598100625,30,6.0,3,3.0,1.0,6.0,-18.186051844267496,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,337.92,337.92,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19709076486987764
1,00-0020531,D.Brees,2020,REG,275,390,2942.0,24,6.0,13.0,89.0,6,2,2361.0,1478.0,149.0,69.72044576117561,0,1.5455517346067282,18,-2.0,2,0.0,0.0,4.0,-4.355731324154787,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,209.48000000000002,209.48000000000002,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1711102398222571
2,00-0022127,J.Witten,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,13,17,69.0,2,0.0,0.0,91.0,20.0,8.0,2.407177959205723,0,0.0,18.9,31.9,0.0,0.0,0.0,0.0,0.0,10,0.05029585798816568,0.03298296484233418,0.014803849000740192,0.10183015885611586,0.025246981339187707,0.09523809523809523,0.061068702290076333,0.06578947368421052,0.06024253828864147,0.039245204118969215,0.20414201183431951,0.03230314322747894
3,00-0022787,M.Schaub,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,3,-4.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.4,-0.4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004739336492890996
4,00-0022824,A.Lee,2020,REG,1,1,26.0,0,0.0,0.0,0.0,0,0,14.0,12.0,1.0,4.014011434279382,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.04,1.04,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008075788165864265
5,00-0022921,L.Fitzgerald,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,54,72,409.0,1,0.0,0.0,432.0,185.0,25.0,-1.7713509171222093,0,0.0,46.9,100.9,0.0,0.0,0.0,0.0,0.0,13,0.15157894736842106,0.11434621492853361,0.11843790012804098,0.3188453929954585,0.11466218110456966,0.043478260869565216,0.1404494382022472,0.12935323383084577,0.07907022098706744,0.10042539705756878,0.8610526315789474,0.07590575349061146
6,00-0022924,B.Roethlisberger,2020,REG,399,608,3803.0,33,10.0,13.0,118.0,2,0,4220.0,1953.0,193.0,55.11086180453964,2,1.4796427832300176,25,11.0,0,3.0,1.0,3.0,-19.628475135745248,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,267.22,267.22,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18527609063427353
7,00-0022942,P.Rivers,2020,REG,369,543,4169.0,24,11.0,19.0,118.0,2,1,3883.0,2231.0,200.0,104.33805712479146,1,2.2543525328633303,18,-8.0,0,0.0,0.0,0.0,-10.118697630008683,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,239.96,239.96,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159268305633728
8,00-0023436,A.Smith,2020,REG,168,252,1582.0,6,8.0,22.0,139.0,1,0,1286.0,949.0,74.0,-32.70783273811737,0,0.325536562430343,10,3.0,0,1.0,0.0,0.0,-6.434063424385386,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,71.58,71.58,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11597913088564113
9,00-0023459,A.Rodgers,2020,REG,372,526,4299.0,48,5.0,20.0,182.0,1,1,4135.0,2248.0,216.0,186.25184725812525,0,3.556479479760112,38,149.0,3,3.0,1.0,15.0,2.940303397423122,0,1,1,-6.0,0,0.0,0.0,-4.0,-2.0,0.0,-1.355170501046814,0,0.0,382.26,383.26,0.0,0.0,0.0,0.0,0.0,16,0.0019011406844106464,-0.0009673518742442564,-0.0008896797153024911,0.0020778295272205647,-0.0013956734124214933,0.0,0.0,0.0,-0.0006978367062107466,-0.0011165387299371947,-0.011406844106463879,0.2192989483080233
10,00-0023500,F.Gore,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,187,653.0,2,1.0,1.0,32.0,-41.30601855716876,0,16,19,89.0,0,0.0,0.0,34.0,73.0,3.0,0.43420865071330406,0,0.0,84.2,100.2,0.0,0.0,0.0,0.0,0.0,15,0.04086021505376344,0.008489388264669164,0.05383480825958702,0.0680818331923805,0.03123903123903124,0.0,0.022727272727272728,0.02040816326530612,0.01561951561951562,0.024991224991224994,0.1913978494623656,0.10090024771917104
11,00-0023682,R.Fitzpatrick,2020,REG,183,267,2091.0,13,8.0,14.0,65.0,2,0,2072.0,855.0,106.0,46.58721799433279,2,1.599196417725042,30,151.0,2,0.0,0.0,12.0,3.8398383952507125,1,1,1,0.0,0,0.0,0.0,-4.0,4.0,0.0,-1.531613102182746,0,0.0,152.74,153.74,0.0,0.0,0.0,0.0,0.0,9,0.003215434083601286,-0.0017028522775649213,0.0042417815482502655,0.003460869303349993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1922038305745862
12,00-0024243,M.Lewis,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,10,17,107.0,3,0.0,0.0,111.0,57.0,6.0,3.913446376565844,0,0.0,28.7,38.7,0.0,0.0,0.0,0.0,0.0,10,0.053125,0.04249617151607963,0.04241071428571429,0.1136844372128637,0.040870893812070284,0.1,0.045454545454545456,0.05555555555555555,0.07043544690603515,0.052696715049656236,0.334375,0.03634075799121061
13,00-0024417,S.Koch,2020,REG,1,1,15.0,0,0.0,0.0,0.0,0,0,9.0,6.0,1.0,3.3933274865266867,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006934812760055479
14,00-0025394,A.Peterson,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,156,604.0,7,0.0,0.0,34.0,-12.136177822741562,0,12,18,101.0,0,0.0,0.0,-6.0,103.0,4.0,1.7225845800130628,0,0.0,112.5,124.5,0.0,0.0,0.0,0.0,0.0,16,0.030927835051546393,-0.0012045773940975708,0.054583995760466346,0.04542809066204153,0.022970206959290425,0.0,0.01818181818181818,0.016194331983805668,0.011485103479645212,0.01837616556743234,0.17353951890034364,0.08369860435098286
15,00-0025396,T.Ginn,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3,6,40.0,0,0.0,0.0,121.0,10.0,1.0,-0.6106500560417771,0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,3,0.046511627906976744,0.09649122807017543,0.03289473684210526,0.14696042431660547,0.04956629491945477,0.0,0.024390243902439025,0.02040816326530612,0.024783147459727387,0.039653035935563824,0.31007751937984496,0.023754581240667844
16,00-0025418,G.Olsen,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,24,37,239.0,1,0.0,0.0,289.0,49.0,16.0,2.12737633229699,0,0.0,29.900000000000002,53.900000000000006,0.0,0.0,0.0,0.0,0.0,11,0.09390862944162437,0.08217230594256468,0.03587115666178624,0.2066007889164883,0.07443164123326067,0.03225806451612903,0.10191082802547771,0.09042553191489362,0.05334485287469485,0.06599692588983434,0.6065989847715736,0.0446066504460665
17,00-0025825,B.Kern,2020,REG,0,1,0.0,0,0.0,0.0,0.0,0,0,18.0,0.0,0.0,-1.8763287150650285,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,00-0026035,D.Amendola,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,2.0,0,0.0,0.0,1.0,0.7685124324634671,0,46,69,602.0,0,0.0,0.0,558.0,290.0,30.0,12.317427477777578,0,0.0,60.4,106.4,0.0,0.0,0.0,0.0,0.0,14,0.13636363636363635,0.12564737671695564,0.17769607843137256,0.30506335591901906,0.15341488277268095,0.0,0.15463917525773196,0.13636363636363635,0.07670744138634047,0.12273190621814477,1.1897233201581028,0.07938165865886776
19,00-0026143,M.Ryan,2020,REG,407,626,4581.0,26,11.0,41.0,257.0,4,2,5342.0,1642.0,242.0,68.41089220555557,1,1.8404914648111106,29,92.0,2,2.0,1.0,8.0,0.8246250891162781,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,282.44,282.44,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18532808398950132
20,00-0026158,J.Flacco,2020,REG,74,134,864.0,6,3.0,7.0,69.0,0,0,1425.0,342.0,36.0,-9.165092195220058,0,0.4224763669118231,6,22.0,0,1.0,0.0,3.0,-0.2311487675178796,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,54.760000000000005,54.760000000000005,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14604224450608064
21,00-0026189,D.Jackson,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,12.0,0,0.0,0.0,1.0,0.816131649306044,0,14,26,236.0,1,0.0,0.0,432.0,65.0,10.0,7.337001978827172,0,0.0,30.8,44.800000000000004,0.0,0.0,0.0,0.0,0.0,5,0.12149532710280374,0.226890756302521,0.11363636363636363,0.3637555956962224,0.16411682892906815,0.16666666666666666,0.15384615384615385,0.15492957746478872,0.16539174779786742,0.16462679647658784,1.102803738317757,0.09911065882040619
22,00-0026197,C.Henne,2020,REG,28,38,248.0,2,0.0,2.0,4.0,0,0,158.0,200.0,15.0,13.956284201849485,0,0.17779097152773157,7,-2.0,1,2.0,0.0,1.0,-1.590775938500883,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23.72,23.72,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07412963310206887
23,00-0026498,M.Stafford,2020,REG,339,528,4084.0,26,10.0,38.0,254.0,2,1,4609.0,1741.0,205.0,55.84689799661642,2,1.7375804637564023,29,112.0,0,0.0,0.0,12.0,4.182768687833068,0,0,1,0.0,0,0.0,0.0,15.0,0.0,0.0,-0.4681624989025295,0,0.0,260.56,260.56,0.0,0.0,0.0,0.0,0.0,16,0.001718213058419244,0.003011443485243927,0.0,0.004986474375824008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17516874176459515
24,00-0026544,C.Daniel,2020,REG,29,43,264.0,1,2.0,3.0,29.0,0,0,275.0,119.0,14.0,-14.95696151156864,0,0.25141699495748604,2,16.0,0,0.0,0.0,1.0,0.8681841916404665,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.16,12.16,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03547464846257074
25,00-0026625,B.Hoyer,2020,REG,15,24,130.0,0,1.0,2.0,18.0,1,1,196.0,56.0,8.0,-9.247645761185158,0,0.0200984774441611,1,8.0,0,0.0,0.0,1.0,1.7023415002040565,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02980625931445604
26,00-0027029,L.McCoy,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,10,31.0,0,0.0,0.0,2.0,-1.928720172145404,0,15,19,101.0,0,0.0,0.0,19.0,102.0,3.0,-0.5953042436115652,0,0.0,13.200000000000001,28.2,0.0,0.0,0.0,0.0,0.0,8,0.06484641638225255,0.007471490365709791,0.11258278145695365,0.10324681686594667,0.0427061310782241,0.0,0.02702702702702703,0.022388059701492536,0.02135306553911205,0.03416490486257928,0.3447098976109215,0.031760333370875096
27,00-0027061,J.Cook,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,37,60,504.0,7,1.0,1.0,687.0,124.0,27.0,28.561888510217052,0,0.0,90.4,127.4,0.0,0.0,0.0,0.0,0.0,15,0.12072434607645875,0.22733289212442093,0.06809445359692477,0.36295283281422486,0.1362530413625304,0.2692307692307692,0.14673913043478262,0.1619047619047619,0.20274190529664982,0.16284858693617818,1.0140845070422535,0.08661010496546473
28,00-0027150,J.Edelman,2020,REG,2,2,38.0,0,0.0,0.0,0.0,0,0,-2.0,40.0,2.0,3.4443048023385927,0,0.0,2,22.0,0,0.0,0.0,1.0,1.4873609179630876,0,21,39,315.0,0,0.0,0.0,401.0,64.0,18.0,-0.3457385515271252,0,0.0,35.220000000000006,56.22,0.0,0.0,0.0,0.0,0.0,6,0.21666666666666667,0.32681336593317034,0.10078740157480315,0.5864506927465363,0.24980174464710547,0.0,0.2608695652173913,0.25,0.12490087232355274,0.1998413957176844,1.75,0.1290811406529825
29,00-0027647,D.McCourty,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06472491909385113
30,00-0027656,R.Gronkowski,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,45,77,623.0,7,1.0,0.0,845.0,246.0,29.0,23.113898692931407,0,0.0,104.30000000000001,149.3,0.0,0.0,0.0,0.0,0.0,16,0.12300319488817892,0.1499024303707646,0.13015873015873017,0.3044267366288801,0.13044388609715243,0.16666666666666666,0.12184873949579832,0.12857142857142856,0.14855527638190955,0.13768844221105528,0.9952076677316294,0.08707874998541884
31,00-0027685,E.Sanders,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,12.0,0,0.0,0.0,1.0,1.1454469277523458,0,61,82,726.0,5,1.0,0.0,723.0,170.0,33.0,32.7374946713871,0,0.0,103.80000000000001,164.8,0.0,0.0,0.0,0.0,0.0,14,0.18468468468468469,0.25034626038781166,0.1059850374064838,0.4773040353372764,0.21492007104795738,0.20833333333333334,0.19186046511627908,0.19387755102040816,0.21162670219064536,0.21360272350503257,1.635135135135135,0.12060713397052152
32,00-0027688,C.McCoy,2020,REG,40,66,375.0,1,1.0,5.0,24.0,1,1,590.0,127.0,19.0,-9.664052741327854,1,0.11065606177816525,9,12.0,0,0.0,0.0,0.0,-4.8193529595737346,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.2,18.2,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07599164926931107
33,00-0027691,A.Roberts,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,-3.0,0,0.0,0.0,0.0,-1.1336249657906592,0,4,5,34.0,0,0.0,0.0,48.0,5.0,2.0,-1.6239815693115816,0,0.0,3.1000000000000005,7.1,0.0,0.0,0.0,0.0,0.0,3,0.041666666666666664,0.046511627906976744,0.017361111111111112,0.0997093023255814,0.03707742639040349,0.0,0.04081632653061224,0.03508771929824561,0.018538713195201745,0.029661941112322794,0.2833333333333333,0.021246035070919864
34,00-0027696,J.Graham,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,50,76,456.0,8,1.0,0.0,519.0,198.0,32.0,7.926541469826414,0,0.0,93.6,143.6,0.0,0.0,0.0,0.0,0.0,16,0.1237785016286645,0.10657084188911704,0.11531741409435062,0.2709244259542904,0.11617834394904458,0.3076923076923077,0.14678899082568808,0.16393442622950818,0.21193532582067615,0.1544811366976972,0.742671009771987,0.10125511211394725
35,00-0027793,A.Brown,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,2,-2.0,0,0.0,0.0,0.0,-0.8181816296419129,0,45,62,483.0,4,0.0,0.0,549.0,251.0,27.0,24.550108015305856,0,0.0,72.1,117.1,0.0,0.0,0.0,0.0,0.0,8,0.19558359621451105,0.18348930481283424,0.23457943925233646,0.44016683817203395,0.18670274449168922,0.18181818181818182,0.216,0.2108843537414966,0.18426046315493552,0.18572583195698775,1.523659305993691,0.1318723394671051
36,00-0027891,G.Tate,2020,REG,1,1,18.0,0,0.0,0.0,0.0,0,0,-5.0,23.0,1.0,2.6487652277573943,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,24,34,270.0,2,0.0,0.0,259.0,65.0,13.0,6.7452608642851555,0,0.0,39.72,63.72,0.0,0.0,0.0,0.0,0.0,12,0.13076923076923078,0.14160743575724438,0.09530791788856305,0.3094397947596417,0.1637355973317162,0.4,0.14444444444444443,0.15789473684210525,0.2818677986658581,0.21098847786537298,1.0384615384615385,0.11340903427900188
37,00-0027891,G.Tate,2020,REG,1,1,18.0,0,0.0,0.0,0.0,0,0,-5.0,23.0,1.0,2.6487652277573943,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,24,34,270.0,2,0.0,0.0,259.0,65.0,13.0,6.7452608642851555,0,0.0,39.72,63.72,0.0,0.0,0.0,0.0,0.0,12,0.15517241379310345,0.19052044609665428,0.05,0.3851749775669786,0.16503496503496504,0.0,0.17647058823529413,0.17142857142857143,0.08251748251748252,0.13202797202797203,1.0172413793103448,0.09519832985386222
38,00-0027891,G.Tate III,2020,REG,0,1,0.0,0,0.0,0.0,0.0,0,0,-4.0,0.0,0.0,-0.7833670116961002,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,11,18,118.0,0,0.0,0.0,205.0,10.0,6.0,6.724099422691889,0,0.0,11.8,22.8,0.0,0.0,0.0,0.0,0.0,12,0.13076923076923078,0.14160743575724438,0.09530791788856305,0.3094397947596417,0.1637355973317162,0.4,0.14444444444444443,0.15789473684210525,0.2818677986658581,0.21098847786537298,1.0384615384615385,0.11340903427900188
39,00-0027891,G.Tate III,2020,REG,0,1,0.0,0,0.0,0.0,0.0,0,0,-4.0,0.0,0.0,-0.7833670116961002,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,11,18,118.0,0,0.0,0.0,205.0,10.0,6.0,6.724099422691889,0,0.0,11.8,22.8,0.0,0.0,0.0,0.0,0.0,12,0.15517241379310345,0.19052044609665428,0.05,0.3851749775669786,0.16503496503496504,0.0,0.17647058823529413,0.17142857142857143,0.08251748251748252,0.13202797202797203,1.0172413793103448,0.09519832985386222
40,00-0027902,D.Bryant,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,11,47.0,2,0.0,0.0,52.0,34.0,3.0,1.4943517995509343,0,0.0,16.7,22.7,0.0,0.0,0.0,0.0,0.0,4,0.1111111111111111,0.06053550640279395,0.09714285714285714,0.2150950717889018,0.0644718792866941,0.2857142857142857,0.09090909090909091,0.125,0.17509308250048988,0.10872036057221242,0.47474747474747475,0.06991930019096901
41,00-0027939,C.Newton,2020,REG,242,368,2657.0,8,10.0,31.0,195.0,1,0,2496.0,1258.0,133.0,-4.540040193627146,1,1.0590464184502644,137,592.0,12,5.0,1.0,55.0,20.293553209156645,0,2,2,35.0,1,0.0,0.0,17.0,18.0,2.0,3.745527382241562,0,0.0,258.98,260.98,0.0,0.0,0.0,0.0,0.0,15,0.004962779156327543,0.006298629121896999,0.01243953006219765,0.012483072032008914,0.011929107021131561,0.09090909090909091,0.013793103448275862,0.019230769230769232,0.05141909896511124,0.027725103798723436,0.08684863523573201,0.2359973233501528
42,00-0027942,A.Green,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,47,104,523.0,2,0.0,0.0,1427.0,86.0,34.0,-15.264712290888774,0,0.0,64.30000000000001,111.30000000000001,0.0,0.0,0.0,0.0,0.0,16,0.17900172117039587,0.3016275628831114,0.04809843400447427,0.5098046320620829,0.13788557869760085,0.10526315789473684,0.1691542288557214,0.16363636363636364,0.12157436829616884,0.13136109453702804,0.9001721170395869,0.0857591961905349
43,00-0027944,J.Jones,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,51,68,771.0,3,0.0,0.0,764.0,231.0,36.0,53.42866033876512,0,0.0,95.10000000000001,146.10000000000002,0.0,0.0,0.0,0.0,0.0,9,0.19263456090651557,0.2335677162947111,0.26160815402038506,0.47580601439554226,0.2766415500538213,0.2,0.2571428571428571,0.25161290322580643,0.23832077502691065,0.26131324004305706,2.1841359773371103,0.16499525680986585
44,00-0027948,B.Gabbert,2020,REG,9,16,143.0,2,0.0,1.0,7.0,1,0,108.0,80.0,5.0,-0.5905255278180657,0,0.10600794323816444,9,16.0,0,0.0,0.0,0.0,-4.023622662352864,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.319999999999999,15.319999999999999,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034220872051465324
45,00-0027966,M.Ingram,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,72,299.0,2,0.0,0.0,14.0,-5.569566613732604,0,6,8,50.0,0,0.0,0.0,12.0,49.0,2.0,0.04204375673303806,0,0.0,46.9,52.9,0.0,0.0,0.0,0.0,0.0,10,0.030303030303030304,0.004987531172069825,0.06257982120051085,0.04944457039220131,0.027442371020856202,0.0,0.02247191011235955,0.018691588785046728,0.013721185510428101,0.021953896816684963,0.1893939393939394,0.06152021212262176
46,00-0027973,A.Dalton,2020,REG,216,333,2170.0,14,8.0,24.0,184.0,1,0,2278.0,1043.0,116.0,-11.20087004566314,0,0.8045059495219351,28,114.0,0,1.0,1.0,11.0,2.241580734058792,0,1,1,-3.0,0,0.0,0.0,-7.0,4.0,0.0,-1.7065034480765462,0,0.0,135.9,136.9,0.0,0.0,0.0,0.0,0.0,11,0.002457002457002457,-0.0024691358024691358,0.0029563932002956393,0.001710195043528377,-0.001053370786516854,0.0,0.0,0.0,-0.000526685393258427,-0.0008426966292134832,-0.007371007371007371,0.13805691696415967
47,00-0027981,K.Rudolph,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,28,37,334.0,1,1.0,1.0,261.0,164.0,16.0,8.67204154228239,0,0.0,37.400000000000006,65.4,0.0,0.0,0.0,0.0,0.0,12,0.10192837465564739,0.08189519924694069,0.12693498452012383,0.21840872138102363,0.10868857793686951,0.038461538461538464,0.10738255033557047,0.09714285714285714,0.07357505819920399,0.09464317004180331,0.9201101928374655,0.055564051587908454
48,00-0028002,R.Cobb,2020,REG,0,1,0.0,0,0.0,0.0,0.0,0,0,7.0,0.0,0.0,-0.5173710964154452,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,38,48,441.0,3,0.0,0.0,323.0,171.0,20.0,25.867501399431546,0,0.0,62.1,100.1,0.0,0.0,0.0,0.0,0.0,10,0.1415929203539823,0.11199722607489598,0.13549920760697307,0.3019871613908902,0.1529656607700312,0.15,0.14925373134328357,0.14935064935064934,0.1514828303850156,0.15237252861602496,1.3008849557522124,0.10635133125092963
49,00-0028042,L.Stocker,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,7,11,63.0,0,0.0,0.0,21.0,52.0,4.0,1.0541954584186897,0,0.0,6.300000000000001,13.299999999999999,0.0,0.0,0.0,0.0,0.0,9,0.029649595687331536,0.00668364099299809,0.057777777777777775,0.049821306325395776,0.02342878393454816,0.0,0.0273972602739726,0.025,0.01171439196727408,0.01874302714763853,0.16981132075471697,0.015233775456440564
50,00-0028063,T.Jones,2020,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.0,44.0,0.0,0.0,-1.0273529724217951,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.023255813953488372,0.0547945205479452,0.0,0.07871933736858872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
